name,category,lat,lon
Royal Sporting House,clothing_store,1.2958537,103.8582481
Bershka,clothing_store,1.2994348,103.8543513
Lacoste,clothing_store,1.3626047,103.9895664
Pazzion,clothing_store,1.3625853,103.9896157
Under Armour,clothing_store,1.3626684,103.9894068
Cotton On,clothing_store,1.3009722,103.9059764
Cotton On,clothing_store,1.3009722,103.9059764
Mango,clothing_store,1.3017364,103.9046236
Cotton On,clothing_store,1.3009722,103.9059764
Mango,clothing_store,1.3017364,103.9046236
The Green Collective,clothing_store,1.2914795,103.8495518
Icebreaker Merino,clothing_store,1.2928819,103.8511155
Hang Ten,clothing_store,1.350578,103.8718923
Covered Mall,clothing_store,1.3057254,103.8517478
Celebration of Arts,clothing_store,1.3055226,103.8520772
Salmin & Co.,clothing_store,1.3015611,103.8598036
Triumph,clothing_store,1.3402842,103.706093
Leisure Goods Company,clothing_store,1.2776191,103.8534468
amanda,clothing_store,1.2777903,103.853497
Benjamin Barker,clothing_store,1.2996582,103.8478468
,clothing_store,1.3333715,103.8493517
bossini,clothing_store,1.3391544,103.7065984
Man Studio,clothing_store,1.3095207,103.8538912
Shabnam,clothing_store,1.3093927,103.8538011
,clothing_store,1.3073963,103.852601
The Editor's Market,clothing_store,1.2993953,103.8543955
Louis Vuitton,clothing_store,1.2851936,103.8585395
Benjamin Barker,clothing_store,1.3344268,103.7469788
Timberland,clothing_store,1.334411,103.7467576
Massimo Dutti,clothing_store,1.2914334,103.857468
Lumine,clothing_store,1.2937799,103.8525229
Velo Velo Singapore,clothing_store,1.3595922,103.8338723
Hang Ten,clothing_store,1.3695265,103.8475561
Jess & Co,clothing_store,1.3712735,103.8480997
Tai Lee Heng Hang Garments,clothing_store,1.3710863,103.846992
The Shirt Bar,clothing_store,1.3047004,103.8303471
Bibi & Baba,clothing_store,1.3057343,103.830093
Club 21,clothing_store,1.3060699,103.8288259
Angkara,clothing_store,1.3052577,103.8513061
H&M,clothing_store,1.3176941,103.8927676
Kids Fashion Bazaar,clothing_store,1.3176876,103.8928117
Pierre Cardin,clothing_store,1.3173694,103.8927329
Uniqlo,clothing_store,1.3177236,103.8928241
Denizen,clothing_store,1.3151839,103.8947277
Sogo Garment,clothing_store,1.3150365,103.8933264
Fashion Scale,clothing_store,1.3149658,103.8931698
Splendor Fashion,clothing_store,1.315063,103.8935972
The Stage Walk,clothing_store,1.2989896,103.8552636
Young Hearts,clothing_store,1.2992658,103.8554907
Alcoholiday,clothing_store,1.3002008,103.8558132
LVER,clothing_store,1.2992317,103.8555088
JD,clothing_store,1.299472,103.8539662
Puma,clothing_store,1.2995499,103.8544608
Chanel,clothing_store,1.2831693,103.858813
Gucci,clothing_store,1.2838793,103.8591059
Dolce & Gabbana,clothing_store,1.2830394,103.858599
Guess,clothing_store,1.2833235,103.8589047
Giordano,clothing_store,1.3725796,103.9495128
Tommy Hilfiger,clothing_store,1.2937905,103.8532502
Dakshaini Silks,clothing_store,1.3065016,103.8524772
Dhawal's,clothing_store,1.3065323,103.8524065
Bimba y Lola,clothing_store,1.3019665,103.8368356
Levi's,clothing_store,1.2946296,103.853081
,clothing_store,1.284613,103.8323998
Levi's,clothing_store,1.4062519,103.9019217
Yishion,clothing_store,1.4063247,103.9019225
Rootes,clothing_store,1.3549397,103.8308345
Cotton On,clothing_store,1.3195186,103.8440507
Jomachi,clothing_store,1.3369009,103.7790856
Vivienne Westwood Anglomania,clothing_store,1.3058215,103.8328787
Balenciaga,clothing_store,1.3036265,103.8350366
Emporio Armani,clothing_store,1.3043515,103.8360393
Nike,clothing_store,1.3035299,103.8356524
Under Armour,clothing_store,1.3035517,103.8358562
Young Studio,clothing_store,1.2843072,103.8511428
,clothing_store,1.3018093,103.8595604
Kebaya,clothing_store,1.3014354,103.8598345
,clothing_store,1.3014731,103.8598135
Boutique,clothing_store,1.3015067,103.8597872
BS27 Dresscode,clothing_store,1.3016286,103.8596969
Silk Studio,clothing_store,1.3018585,103.8595237
Fashion One,clothing_store,1.3019316,103.8594705
Yaoxin's Boutique,clothing_store,1.3022828,103.8625534
Superdry,clothing_store,1.2909777,103.850275
Manja,clothing_store,1.3161062,103.8982822
Cassandra Fashions,clothing_store,1.3159262,103.8982092
Anglia M. Club,clothing_store,1.3157509,103.8981791
Neng Amy Traders,clothing_store,1.3161107,103.8983519
Pierre Cardin,clothing_store,1.3918351,103.8950142
99 Fashion,clothing_store,1.3042052,103.9016098
Uniqlo,clothing_store,1.3692527,103.8472433
Lululemon,clothing_store,1.3055376,103.9048134
Château de sable,clothing_store,1.3053876,103.9047192
Tommy Hilfiger,clothing_store,1.3349823,103.7465657
Onisuka Tiger,clothing_store,1.3344133,103.9621286
Lacoste,clothing_store,1.3345787,103.9625466
Puma,clothing_store,1.3341385,103.9620128
Costumes 'n' Parties,clothing_store,1.2870601,103.845134
Three Jays Enterprises,clothing_store,1.3004261,103.8423381
BritishIndia,clothing_store,1.2911514,103.8579905
Sans & Sans,clothing_store,1.2916716,103.8580294
LALU,clothing_store,1.2917601,103.8578845
Recoil,clothing_store,1.2955903,103.8582182
The Curve Cult,clothing_store,1.3071152,103.833573
lululemon,clothing_store,1.3033347,103.8341101
Polo Ralph Lauren,clothing_store,1.3026889,103.835314
Guess,clothing_store,1.3031634,103.8339871
Onitsuka Tiger,clothing_store,1.3025874,103.8346727
The Editor's Market,clothing_store,1.3024969,103.8344577
Fila,clothing_store,1.3025207,103.8344942
The Closet Lover,clothing_store,1.3024921,103.8345093
iROO,clothing_store,1.3026683,103.8345846
H&M,clothing_store,1.3028297,103.873956
Uniqlo,clothing_store,1.3146439,103.7639418
Zegna,clothing_store,1.3038771,103.8356467
Puma,clothing_store,1.3012038,103.8386087
Reebok,clothing_store,1.295999,103.8583965
Wedding Design,clothing_store,1.2784423,103.8445139
Ralph & Remy,clothing_store,1.2798583,103.8430337
Jeep Sing,clothing_store,1.3608994,103.8562628
Lalu,clothing_store,1.3825753,103.8919429
Baleno,clothing_store,1.3825261,103.8924968
MJ Textiles,clothing_store,1.3160037,103.8981785
Serine Trading,clothing_store,1.3156171,103.8990531
Kin Textiles & Garments,clothing_store,1.3155886,103.8989719
Gedanf Butik,clothing_store,1.3161011,103.8985353
Khalid Trading,clothing_store,1.3161331,103.8984148
Holi Department Store,clothing_store,1.3151193,103.8959826
Dharmasala Silks,clothing_store,1.305039,103.8512823
iORA,clothing_store,1.3385061,103.8713488
TRT,clothing_store,1.3384991,103.8712474
Vico Bridal,clothing_store,1.3433256,103.8851591
Killaz,clothing_store,1.3052776,103.8570723
Rock Shop,clothing_store,1.257674,103.8188797
Polo Ralph Lauren,clothing_store,1.2552497,103.8192418
Victoria's Secret,clothing_store,1.2558774,103.8189538
Tory Burch,clothing_store,1.2551473,103.8193323
Hugo Boss,clothing_store,1.2550708,103.8194315
Michael Kors,clothing_store,1.2551949,103.819288
The North Face,clothing_store,1.3346725,103.7462769
Under Armour,clothing_store,1.3346162,103.7463641
Adidas,clothing_store,1.335064,103.7464419
Nike,clothing_store,1.3341255,103.7468737
Yucch,clothing_store,1.3035737,103.8499821
Veaeva,clothing_store,1.3051552,103.8515867
My Bridal Room,clothing_store,1.2974133,103.8549615
Uniqlo,clothing_store,1.3830173,103.8918855
,clothing_store,1.3893553,103.9873241
Nike,clothing_store,1.3341985,103.9620562
Berries,clothing_store,1.2973626,103.854928
Exit,clothing_store,1.3015862,103.8364557
JD,clothing_store,1.2910236,103.8502344
,clothing_store,1.3065564,103.852297
Iora,clothing_store,1.2949152,103.8578858
,clothing_store,1.2924028,103.8511012
France Paris,clothing_store,1.3124404,103.8595429
,clothing_store,1.3045507,103.861343
Wellie Batik Fashions,clothing_store,1.3104761,103.7955037
Artiz Studio,clothing_store,1.2965389,103.8528203
Singapore Ixora,clothing_store,1.3225904,103.8143981
Arangan Fashions,clothing_store,1.305078,103.8515148
Pas Normal Studios Singapore,clothing_store,1.2912519,103.8504461
NS Fashion,clothing_store,1.2922677,103.8510172
TY Fashion & Accessories,clothing_store,1.2922217,103.8510003
,clothing_store,1.3100023,103.8631272
Refash,clothing_store,1.2735669,103.8016086
Kawata,clothing_store,1.2736531,103.8016299
Nike,clothing_store,1.2997471,103.8555873
The Royal Tulsi,clothing_store,1.3155695,103.8573545
Brisa,clothing_store,1.3095279,103.9022044
A Vintage Tale,clothing_store,1.3101877,103.9019297
Ricoamona Bridal,clothing_store,1.2876075,103.847516
my CK Departmental Store,clothing_store,1.2832358,103.817151
ANTA,clothing_store,1.3734133,103.9485081
Beyond 9 to 5,clothing_store,1.3737955,103.9486583
LALU,clothing_store,1.3738979,103.9486685
Pierre Cardin Lingerie & Energized,clothing_store,1.373394,103.9487063
The Underground,clothing_store,1.3734948,103.9485147
Uniqlo,clothing_store,1.3740297,103.9488509
Young Hearts,clothing_store,1.3734856,103.9487662
Praisehaven Mega Family Store,clothing_store,1.3624947,103.767963
Snooze,clothing_store,1.3024915,103.858109
Dream Works Wedding Dress Studio,clothing_store,1.3043895,103.8602864
Refash,clothing_store,1.2993151,103.8553566
,clothing_store,1.3135816,103.8831789
JUBA,clothing_store,1.2891361,103.8470098
Monoloq,clothing_store,1.2892194,103.8467539
Refash,clothing_store,1.3917128,103.8759327
Refash,clothing_store,1.3343009,103.7426517
Tommy Hilfiger,clothing_store,1.3345248,103.7430188
Levi's,clothing_store,1.4294067,103.8364067
G2000,clothing_store,1.317714,103.89274
TRT,clothing_store,1.3174638,103.8929499
Love.U,clothing_store,1.326235,103.9321743
Gigi 7 Trading,clothing_store,1.3262503,103.9322534
ONLY,clothing_store,1.3263796,103.9329222
Benjamin Barker,clothing_store,1.3540067,103.9452606
G2000,clothing_store,1.3541003,103.9449858
"Love, Bonito",clothing_store,1.3542612,103.9452082
Playdress,clothing_store,1.3542904,103.945171
Refash,clothing_store,1.3542874,103.9451479
The Closet Lover,clothing_store,1.354215,103.945169
The Editor's Market,clothing_store,1.3542451,103.9451358
Bega,clothing_store,1.3524224,103.9438903
Giordano,clothing_store,1.3735351,103.9485611
Bega,clothing_store,1.372522,103.9494609
Crocodile,clothing_store,1.372303,103.9495129
Sorella,clothing_store,1.3725968,103.9496151
Surfers Paradise,clothing_store,1.3722927,103.9495475
Tokyo Zone 1945,clothing_store,1.3725112,103.9496252
House Of Two,clothing_store,1.3018167,103.8575818
Two Worlds,clothing_store,1.3019666,103.8575062
Vita Fashion,clothing_store,1.3073566,103.852165
Classik M,clothing_store,1.307439,103.8522192
Aladdin's,clothing_store,1.3074947,103.8522559
Ragan Video & Fashion,clothing_store,1.3073573,103.8525889
J & J,clothing_store,1.3074679,103.8526541
,clothing_store,1.3009107,103.8592625
Disa's Fashion,clothing_store,1.3085581,103.8533533
Chong AIK,clothing_store,1.3091721,103.8547146
Chong AIK,clothing_store,1.3092888,103.8551283
Cotton On,clothing_store,1.2889605,103.8053931
Giordino,clothing_store,1.2886487,103.8049363
La Trendz,clothing_store,1.2886004,103.804895
La Trendz,clothing_store,1.288722,103.8051587
Billabong,clothing_store,1.2888799,103.805153
De Spring,clothing_store,1.2885905,103.8051208
Kids Premium,clothing_store,1.2888229,103.8051222
Burberry,clothing_store,1.3552362,103.9859785
Fashion Avenue,clothing_store,1.356513,103.986592
Gucci,clothing_store,1.3551835,103.9859557
Hermès,clothing_store,1.3552438,103.9855216
Kate Spade New York,clothing_store,1.3558104,103.9862615
Lacoste,clothing_store,1.3568644,103.9867218
Saint Laurent,clothing_store,1.3553117,103.9854888
Burberry,clothing_store,1.3553862,103.9860437
Michael Kors,clothing_store,1.3555397,103.9861398
Prada,clothing_store,1.3551313,103.985933
Victoria's Secret,clothing_store,1.3572578,103.9868754
MLB,clothing_store,1.3567741,103.986685
,clothing_store,1.4313822,103.8286916
,clothing_store,1.4315038,103.8286431
,clothing_store,1.4313429,103.8285911
,clothing_store,1.4315012,103.8286186
,clothing_store,1.4315066,103.8286793
,clothing_store,1.4313913,103.8287413
,clothing_store,1.4313765,103.8285126
,clothing_store,1.4313214,103.828518
,clothing_store,1.4315049,103.8286609
,clothing_store,1.4314497,103.8286816
,clothing_store,1.4313314,103.8283925
,clothing_store,1.4312992,103.8284051
Fashion One,clothing_store,1.2935551,103.7846004
Muacks,clothing_store,1.2937484,103.7845895
Nana & Bird,clothing_store,1.2823461,103.8303974
In Good Company,clothing_store,1.3603338,103.9893304
Furla,clothing_store,1.3605605,103.9894748
Kate Spade New York,clothing_store,1.3605702,103.9896878
Frank Muller,clothing_store,1.3604782,103.989954
Iroo,clothing_store,1.3599457,103.9891164
Jack Wills,clothing_store,1.3600265,103.9890648
Mark Nason Los Angeles X Skechers,clothing_store,1.360117,103.9890223
Lacoste,clothing_store,1.3601841,103.9889954
Calvin Klein,clothing_store,1.360315,103.9889745
Evisu,clothing_store,1.3607941,103.9893073
Love Moschino,clothing_store,1.3608186,103.98936
Hugo Boss,clothing_store,1.3607961,103.9894762
Fred Perry,clothing_store,1.3601163,103.989288
Puma,clothing_store,1.3603666,103.9893169
Timberland,clothing_store,1.3603084,103.989286
Nike,clothing_store,1.3608378,103.9896777
Urban Revivo,clothing_store,1.3608155,103.9893935
Fila,clothing_store,1.3600022,103.9890784
Kappa,clothing_store,1.3601182,103.9892956
Cotton On Kids,clothing_store,1.3605462,103.9896867
Turtle,clothing_store,1.3605482,103.9896165
Bloomb,clothing_store,1.3607949,103.9895912
Petit Bateau,clothing_store,1.3607848,103.9894948
Michael Kors,clothing_store,1.3616316,103.9912504
Gucci,clothing_store,1.3617095,103.9910806
Burberry,clothing_store,1.3617532,103.9910017
Hugo Boss,clothing_store,1.3618864,103.9907774
Uniqlo,clothing_store,1.3630822,103.9891362
Tory Burch,clothing_store,1.3618911,103.9911975
Hermès,clothing_store,1.3619779,103.9910302
Charles and Keith,clothing_store,1.3621147,103.99123
BloomB,clothing_store,1.3622429,103.9910425
Cotton On,clothing_store,1.3010071,103.9056701
GG<5,clothing_store,1.3017347,103.9048249
Giordano,clothing_store,1.3013644,103.9050283
G2000,clothing_store,1.3011281,103.9051955
Levi's,clothing_store,1.3010821,103.9052491
Esprit,clothing_store,1.3011454,103.9056838
Fond,clothing_store,1.3012565,103.9053631
Chomel,clothing_store,1.3013634,103.9052766
Bella Marie France,clothing_store,1.3017525,103.9047939
Cotton on Kids,clothing_store,1.3012976,103.90493
Mothercare,clothing_store,1.3010477,103.905086
Chateau de Sable,clothing_store,1.3010639,103.9049641
Surene Collection,clothing_store,1.3013945,103.9050505
Sun Paradise,clothing_store,1.3013532,103.9050517
in 2Kids,clothing_store,1.3013241,103.9049961
J@Wardrobe,clothing_store,1.3016948,103.9050489
Only Luxury Collection,clothing_store,1.3016432,103.9050918
Winter Time,clothing_store,1.301514,103.9052122
NaNa Reve de La,clothing_store,1.3016047,103.9051451
Rose of Sharon,clothing_store,1.3015836,103.9051651
Young Hearts,clothing_store,1.3015556,103.9051841
Showgirl,clothing_store,1.3013364,103.9053096
Uniqlo,clothing_store,1.3016879,103.9046367
The Chinese Wedding Shop,clothing_store,1.3014592,103.9055011
,jewelry_store,1.3258343,103.9311448
Michael Trio,jewelry_store,1.2775969,103.8437183
Chakra,jewelry_store,1.2785956,103.8437938
Vivo Diamonds,jewelry_store,1.2784567,103.8439393
Pandora,jewelry_store,1.3557559,103.9891226
SK Jewellery,jewelry_store,1.3552615,103.9887266
Beads etc,jewelry_store,1.3010039,103.8389151
Pure Gold,jewelry_store,1.3624264,103.9898316
1st Jewellery,jewelry_store,1.3122859,103.8779112
Kedai Emas Kampong Melayu,jewelry_store,1.3150425,103.8982985
Diamond Industries,jewelry_store,1.3244117,103.8093905
,jewelry_store,1.2832689,103.846005
Chan Foon Jade & Jewellery,jewelry_store,1.2824838,103.8455343
On Cheong,jewelry_store,1.2823636,103.845468
Kamala Jewellers,jewelry_store,1.3097786,103.8553637
Jewellery City Co. Pte Ltd,jewelry_store,1.2908759,103.8255655
Autium Jewellery,jewelry_store,1.296158,103.8303068
Meena,jewelry_store,1.306551,103.8519307
MKM,jewelry_store,1.3067301,103.8521038
A. R. Jewellers,jewelry_store,1.3070439,103.8523106
Gold & Silver,jewelry_store,1.2989504,103.8466044
Merlin Goldsmith,jewelry_store,1.3064609,103.8516566
Satya Jewellery,jewelry_store,1.3065469,103.8517114
Abbirame,jewelry_store,1.3070902,103.8521312
Cartier,jewelry_store,1.3026815,103.8347892
Swarovski,jewelry_store,1.3013554,103.838299
MB Jewellery,jewelry_store,1.3067677,103.82903
JannPaul,jewelry_store,1.3057009,103.8300087
Heng Heng,jewelry_store,1.3718469,103.893856
TimeX Jewellers,jewelry_store,1.3092808,103.8550057
Heart To Heart Jewellery,jewelry_store,1.2642302,103.8203791
Ho Bee,jewelry_store,1.392318,103.8948512
Poh Heng,jewelry_store,1.3922453,103.8948382
SK Jewellery,jewelry_store,1.3920056,103.8949792
Goldheart,jewelry_store,1.3919451,103.8948888
Moneymax Jewellery,jewelry_store,1.3923874,103.8948667
Pandora,jewelry_store,1.3038406,103.8317876
Pandora,jewelry_store,1.2937087,103.8529891
Pandora,jewelry_store,1.350376,103.8485688
Pandora,jewelry_store,1.295306,103.8593302
Pandora,jewelry_store,1.3025818,103.8350411
Pandora,jewelry_store,1.3506661,103.8725107
Pandora,jewelry_store,1.2999569,103.8451456
Pandora,jewelry_store,1.2982836,103.8548803
Pandora,jewelry_store,1.2838191,103.8590623
Pandora,jewelry_store,1.26403,103.8218432
Pandora,jewelry_store,1.3341333,103.7427942
Pandora,jewelry_store,1.3553145,103.9889838
Pandora,jewelry_store,1.3391524,103.704808
Pandora,jewelry_store,1.3523954,103.9446971
Pandora,jewelry_store,1.3383352,103.9832829
Swarovski,jewelry_store,1.263853,103.821818
Swarovski,jewelry_store,1.3002346,103.8448037
Swarovski,jewelry_store,1.3524249,103.9448929
Swarovski,jewelry_store,1.3386776,103.9836332
Swarovski,jewelry_store,1.2935395,103.8318807
Swarovski,jewelry_store,1.2820563,103.8576559
Swarovski,jewelry_store,1.355124,103.9886319
Swarovski,jewelry_store,1.2953861,103.8589084
Swarovski,jewelry_store,1.2940885,103.8529038
Swarovski,jewelry_store,1.3333746,103.7433336
Swarovski,jewelry_store,1.3012734,103.8382078
Swarovski,jewelry_store,1.3025378,103.8374929
Swarovski,jewelry_store,1.3029317,103.8344507
Swarovski,jewelry_store,1.3037994,103.8353074
Swarovski,jewelry_store,1.3506676,103.8721551
Swarovski,jewelry_store,1.3625932,103.9893252
Mukuthi Corner,jewelry_store,1.3068637,103.8516219
Pandora,jewelry_store,1.3011029,103.9053061
Pandora,jewelry_store,1.3011029,103.9053061
Swarovski,jewelry_store,1.3010676,103.9054426
Pandora,jewelry_store,1.3011029,103.9053061
Swarovski,jewelry_store,1.3010676,103.9054426
,jewelry_store,1.3073304,103.8506711
SK,jewelry_store,1.372526,103.8936664
Mukuthi Corner,jewelry_store,1.3068318,103.8516606
Jewellery Repair Service,jewelry_store,1.3506065,103.850404
Funan Jewellery,jewelry_store,1.2912205,103.8512137
Poh Heng,jewelry_store,1.3699384,103.8475206
Taka Jewellery,jewelry_store,1.3698174,103.8475279
Emperor Watch And Jewellery,jewelry_store,1.3039349,103.8329724
Gordon Max,jewelry_store,1.3048073,103.8309654
Jody Apparel,jewelry_store,1.3055584,103.8298939
House Of Hung,jewelry_store,1.3054634,103.8303322
1st Jewellery,jewelry_store,1.3151135,103.8937488
Plaza Gems,jewelry_store,1.3148272,103.8935028
Goldheart,jewelry_store,1.2991293,103.8554302
Venus Tears,jewelry_store,1.2991677,103.8554583
Lee Hwa's JewelPlay,jewelry_store,1.2992677,103.8555408
Meyson,jewelry_store,1.299027,103.855354
Taka Jewellery Radiance,jewelry_store,1.2990631,103.8553826
SK Gold,jewelry_store,1.2990948,103.8554001
Fu Heng Jewellery,jewelry_store,1.3332344,103.850176
Poh Heng,jewelry_store,1.3322806,103.8501633
Aladdin's,jewelry_store,1.3064839,103.8525095
Cartier,jewelry_store,1.2933803,103.8517634
Goldheart,jewelry_store,1.3202911,103.843725
Youth Jewellery,jewelry_store,1.305236,103.8324306
Larry Jewelry,jewelry_store,1.3057514,103.8328337
BullionStar,jewelry_store,1.2882952,103.847127
Hock Ann Jewellers,jewelry_store,1.3016741,103.8544136
Anemani,jewelry_store,1.3068607,103.8518943
Gold Scale,jewelry_store,1.3165935,103.8980664
ValueMax Jewellery,jewelry_store,1.3160698,103.8981733
Everest Jewellery,jewelry_store,1.3159525,103.8981833
Meyson,jewelry_store,1.3157632,103.8982658
Ming Seng Goldsmith,jewelry_store,1.3157261,103.8983326
Hong Sheng,jewelry_store,1.316031,103.8985536
Diamond Gallery,jewelry_store,1.3037943,103.9009257
Million Goldsmiths,jewelry_store,1.3082696,103.8622993
Corinne,jewelry_store,1.2917561,103.858075
Poh Heng,jewelry_store,1.2933939,103.8574607
Mustafa Jewellery,jewelry_store,1.3099759,103.8560112
Me Nah Jewelry,jewelry_store,1.3156883,103.8989793
Cartier,jewelry_store,1.2547669,103.8197696
Swarovski,jewelry_store,1.2559969,103.8189276
Tiffany & Company,jewelry_store,1.2551553,103.8192122
,jewelry_store,1.285895,103.8030094
Taka Jewellery,jewelry_store,1.3388232,103.705522
周大福,jewelry_store,1.338764,103.7053311
Poh Heng,jewelry_store,1.338911,103.7057996
SK,jewelry_store,1.3388316,103.7055889
SK Gold,jewelry_store,1.339,103.7060535
SK Jewellery,jewelry_store,1.3854639,103.7448429
Poh Kim Diamond & Gem,jewelry_store,1.2808083,103.8224616
Creative Jewellery Studio (CJS),jewelry_store,1.2989381,103.8530949
Curious Creatures,jewelry_store,1.2934124,103.8322418
Bliing,jewelry_store,1.2935616,103.8321549
Chomel,jewelry_store,1.293469,103.8322064
Ani Mani,jewelry_store,1.3064263,103.8516285
Crown Jewels,jewelry_store,1.3185203,103.8631975
U Jade Jewellery,jewelry_store,1.2836437,103.8432577
Lovesignia,jewelry_store,1.3112694,103.8634296
Kim Poh Hong,jewelry_store,1.2846821,103.8468004
Swarovski,jewelry_store,1.3538707,103.9890855
Poh Li Mei Jewellery,jewelry_store,1.2834275,103.816557
Goldheart Jewelry,jewelry_store,1.3733849,103.9485802
SK Jewellery,jewelry_store,1.3735746,103.9486414
Pandora,jewelry_store,1.2990599,103.8555866
SK Jewellery,jewelry_store,1.3824537,103.8925098
Luvenus,jewelry_store,1.3550538,103.9854447
Goldheart,jewelry_store,1.3917111,103.8759067
Nanyang Jade & Jewelry,jewelry_store,1.3015108,103.8546497
GMT Jewellers,jewelry_store,1.306353,103.8518973
Ishtara,jewelry_store,1.3072255,103.8520788
Soon Huat Goldsmith,jewelry_store,1.3071499,103.8524758
Selvasegara,jewelry_store,1.3071928,103.8524921
RST,jewelry_store,1.3073934,103.8521892
Arthesdam,jewelry_store,1.3075439,103.8522882
GRT,jewelry_store,1.3076361,103.8523489
Kamala Jewellers,jewelry_store,1.3062692,103.851506
Golden Villa,jewelry_store,1.3063331,103.8515525
Abiraame,jewelry_store,1.3063626,103.8515741
Chennai,jewelry_store,1.3063906,103.8515943
Alka,jewelry_store,1.3065266,103.8516479
Abiraame,jewelry_store,1.3067932,103.8518476
Kamala Jewellers,jewelry_store,1.3068932,103.8518404
Arthesdam,jewelry_store,1.3069256,103.8518684
Malabar,jewelry_store,1.307078,103.8519816
Malabar,jewelry_store,1.309888,103.8551067
,jewelry_store,1.3568173,103.9867026
Swarovski,jewelry_store,1.3567303,103.9866671
Tiffany & Company,jewelry_store,1.355287,103.9860006
Joyalukkas,jewelry_store,1.3124157,103.8561334
Diamanti Per Tutti,jewelry_store,1.36066,103.9894202
Sincere Fine Watches,jewelry_store,1.3604337,103.9900321
周大福,jewelry_store,1.3603692,103.9900991
Orient Crown,jewelry_store,1.3595904,103.9897049
Asian Artistry Fine Jewellery,jewelry_store,1.3598552,103.989277
Daniel Wellington,jewelry_store,1.3599106,103.9892182
Risis Trésor,jewelry_store,1.3604616,103.9890628
Xi,jewelry_store,1.3603964,103.9890423
Swarovski,jewelry_store,1.3615933,103.9913576
Pandora,jewelry_store,1.3617652,103.9914608
Lovisa,jewelry_store,1.3014487,103.9052674
Swarovski,jewelry_store,1.3016953,103.9050498
Pandora,jewelry_store,1.3018825,103.9049446
Meyson,jewelry_store,1.301608,103.9049244
Poo Heng,jewelry_store,1.3014986,103.9049941
Goldheart,jewelry_store,1.3011682,103.9052291
Princess Jewelry,jewelry_store,1.3010637,103.9053
Taka,jewelry_store,1.3017643,103.9050007
APM Monaco,jewelry_store,1.3605595,103.9890849
Popular Bookstore,bookstore,1.3095696,103.7771709
Popular,bookstore,1.3402191,103.7066812
Books Kinokuniya Bugis Junction Store,bookstore,1.299605,103.8554852
Kinokuniya,bookstore,1.3031381,103.8340384
The Golden Book Factory,bookstore,1.3112828,103.7949285
Wonderific Comics,bookstore,1.3102732,103.7954323
Times Travel,bookstore,1.361628,103.9917286
Popular,bookstore,1.3387585,103.7787493
Katong Catholic Book Centre,bookstore,1.3068188,103.9064897
Seng Yew Book Store,bookstore,1.3120349,103.9050257
Popular,bookstore,1.3923982,103.8951571
Wardah Books,bookstore,1.301666,103.85951
NUS Co-op@LT27,bookstore,1.2969498,103.7807085
Postcard,bookstore,1.2826724,103.8433999
Sembawang Book Store,bookstore,1.371295,103.8471021
Popular,bookstore,1.3345631,103.7427958
ISEAS Publishing,bookstore,1.291298,103.7767885
NUS Co-op,bookstore,1.3190126,103.8167708
first words,bookstore,1.3115456,103.8567721
Popular,bookstore,1.2864064,103.8266811
Popular,bookstore,1.3505158,103.8722286
Popular,bookstore,1.350342,103.8487173
Popular,bookstore,1.3722462,103.8936136
Popular,bookstore,1.2645912,103.8210569
Popular,bookstore,1.3321199,103.8469453
Jing Ji Books & Cafe,bookstore,1.3159054,103.8857566
Epigram Books,bookstore,1.3429897,103.8459426
Basheer Graphic Books,bookstore,1.2966377,103.8536159
Littered with Books,bookstore,1.2795649,103.8434372
The Moon,bookstore,1.2838124,103.8450699
Booklink,bookstore,1.3485415,103.6796674
Maha Yu Yi,bookstore,1.2967212,103.8539554
Knowledge Book Centre,bookstore,1.2968991,103.8536696
Popular,bookstore,1.2969427,103.8535247
Popular,bookstore,1.3525113,103.9446213
Popular,bookstore,1.3724087,103.9493453
Popular,bookstore,1.3501745,103.7493863
Pacific Bookstores,bookstore,1.307448,103.7985748
MPH,bookstore,1.3190391,103.8942312
Popular,bookstore,1.3176946,103.8926952
Popular,bookstore,1.4024741,103.9133309
The Zall Bookstore,bookstore,1.3044131,103.8306362
Books Ahoy!,bookstore,1.3061276,103.8288656
Popular,bookstore,1.359304,103.8848778
Xi-An Bookstore @ Hougang,bookstore,1.3594936,103.8883262
Popular,bookstore,1.3911266,103.8759815
Popular,bookstore,1.4361408,103.7862316
Epicgram,bookstore,1.2798344,103.8452141
Pink Ponk Comics,bookstore,1.304137,103.9039258
Junior p@ge,bookstore,1.3053433,103.9050815
G&B Comics,bookstore,1.3082007,103.862225
Dignity Mama Stall,bookstore,1.3949506,103.8931269
Popular,bookstore,1.3429286,103.9528788
Book Treasure,bookstore,1.3007877,103.8493502
,bookstore,1.3009357,103.7854192
Popular,bookstore,1.3383621,103.8720406
bommoi,bookstore,1.2943519,103.8496298
Popular 大众书局,bookstore,1.385385,103.7450538
Book Bar,bookstore,1.2780429,103.8432318
Seabreeze Bookshop,bookstore,1.3282709,103.877179
The English Islamic Bookshop,bookstore,1.3156741,103.8966768
Popular,bookstore,1.3176347,103.8435845
Elm Tree Books,bookstore,1.3733984,103.9488176
草根書室(Grassroots Book Room),bookstore,1.2791317,103.8404795
Shing Lee Bookstore,bookstore,1.3865588,103.8980466
Evernew Book Store,bookstore,1.342277,103.7764845
Salaam Media,bookstore,1.3020163,103.8575281
Popular,bookstore,1.4300627,103.8357976
